tiempo,x,y,z,xe,ye,ze
0.499,0.57,20.58,0.18,0.78,20.18,0.08
0.500,0.57,20.58,0.18,0.78,20.17,0.08
0.501,0.57,20.58,0.18,0.78,20.17,0.08
0.502,0.57,20.58,0.18,0.78,20.17,0.08
0.503,0.57,20.58,0.18,0.78,20.17,0.08
0.504,0.57,20.58,0.18,0.78,20.17,0.08
0.505,0.57,20.58,0.18,0.78,20.17,0.08
0.506,0.57,20.58,0.18,0.78,20.17,0.08
0.507,0.57,20.58,0.18,0.78,20.17,0.08
0.508,0.57,20.58,0.18,0.78,20.16,0.08
0.509,0.57,20.57,0.18,0.78,20.16,0.08
0.510,0.58,20.57,0.18,0.78,20.16,0.08
0.511,0.58,20.57,0.18,0.78,20.16,0.08
0.512,0.58,20.57,0.18,0.78,20.16,0.08
0.513,0.58,20.57,0.18,0.78,20.16,0.08
0.514,0.58,20.57,0.18,0.78,20.16,0.08
0.515,0.58,20.57,0.18,0.78,20.15,0.08
0.516,0.58,20.57,0.18,0.78,20.15,0.08
0.517,0.58,20.57,0.18,0.78,20.15,0.08
0.518,0.58,20.57,0.18,0.78,20.15,0.08
0.519,0.58,20.56,0.18,0.78,20.15,0.08
0.520,0.58,20.56,0.18,0.78,20.15,0.08
0.521,0.58,20.56,0.18,0.78,20.15,0.08
0.522,0.58,20.56,0.18,0.78,20.15,0.08
0.523,0.58,20.56,0.18,0.78,20.14,0.08
0.524,0.58,20.56,0.18,0.78,20.14,0.08
0.525,0.58,20.56,0.18,0.78,20.14,0.08
0.526,0.58,20.56,0.18,0.78,20.14,0.08
0.527,0.58,20.56,0.18,0.78,20.14,0.08
0.528,0.58,20.56,0.18,0.78,20.14,0.08
0.529,0.58,20.56,0.18,0.78,20.14,0.08
0.530,0.58,20.55,0.18,0.78,20.13,0.08
0.531,0.58,20.55,0.18,0.78,20.13,0.08
0.532,0.58,20.55,0.18,0.78,20.13,0.08
0.533,0.58,20.55,0.18,0.78,20.13,0.08
0.534,0.58,20.55,0.18,0.78,20.13,0.08
0.535,0.58,20.55,0.18,0.78,20.13,0.08
0.536,0.58,20.55,0.18,0.78,20.13,0.08
0.537,0.58,20.55,0.18,0.78,20.13,0.08
0.538,0.58,20.55,0.18,0.78,20.12,0.08
0.539,0.58,20.55,0.18,0.78,20.12,0.08
0.540,0.58,20.54,0.18,0.78,20.12,0.08
0.541,0.58,20.54,0.18,0.78,20.12,0.08
0.542,0.58,20.54,0.18,0.78,20.12,0.08
0.543,0.58,20.54,0.18,0.78,20.12,0.08
0.544,0.58,20.54,0.18,0.78,20.12,0.08
0.545,0.58,20.54,0.18,0.78,20.12,0.08
0.546,0.58,20.54,0.19,0.78,20.11,0.08
0.547,0.58,20.54,0.19,0.78,20.11,0.08
0.548,0.58,20.54,0.19,0.78,20.11,0.08
0.549,0.58,20.54,0.19,0.77,20.11,0.08
0.550,0.58,20.54,0.19,0.77,20.11,0.08
0.551,0.58,20.53,0.19,0.77,20.11,0.08
0.552,0.58,20.53,0.19,0.77,20.11,0.08
0.553,0.58,20.53,0.19,0.77,20.11,0.08
0.554,0.58,20.53,0.19,0.77,20.10,0.08
0.555,0.58,20.53,0.19,0.77,20.10,0.08
0.556,0.58,20.53,0.19,0.77,20.10,0.08
0.557,0.58,20.53,0.19,0.77,20.10,0.08
0.558,0.58,20.53,0.19,0.77,20.10,0.08
0.559,0.58,20.53,0.19,0.77,20.10,0.08
0.560,0.58,20.53,0.19,0.77,20.10,0.08
0.561,0.58,20.52,0.19,0.77,20.09,0.08
0.562,0.58,20.52,0.19,0.77,20.09,0.08
0.563,0.58,20.52,0.19,0.77,20.09,0.08
0.564,0.58,20.52,0.19,0.77,20.09,0.08
0.565,0.58,20.52,0.19,0.77,20.09,0.08
0.566,0.58,20.52,0.19,0.77,20.09,0.08
0.567,0.58,20.52,0.19,0.77,20.09,0.08
0.568,0.58,20.52,0.19,0.77,20.09,0.08
0.569,0.58,20.52,0.19,0.77,20.08,0.08
0.570,0.58,20.52,0.19,0.77,20.08,0.08
0.571,0.58,20.52,0.19,0.77,20.08,0.08
0.572,0.58,20.51,0.19,0.77,20.08,0.08
0.573,0.59,20.51,0.19,0.77,20.08,0.08
0.574,0.59,20.51,0.19,0.77,20.08,0.08
0.575,0.59,20.51,0.19,0.77,20.08,0.08
0.576,0.59,20.51,0.19,0.77,20.08,0.08
0.577,0.59,20.51,0.19,0.77,20.07,0.08
0.578,0.59,20.51,0.19,0.77,20.07,0.08
0.579,0.59,20.51,0.19,0.77,20.07,0.08
0.580,0.59,20.51,0.19,0.77,20.07,0.08
0.581,0.59,20.51,0.19,0.77,20.07,0.08
0.582,0.59,20.50,0.19,0.77,20.07,0.08
0.583,0.59,20.50,0.19,0.77,20.07,0.08
0.584,0.59,20.50,0.19,0.77,20.07,0.08
0.585,0.59,20.50,0.19,0.77,20.06,0.08
0.586,0.59,20.50,0.19,0.77,20.06,0.08
0.587,0.59,20.50,0.19,0.77,20.06,0.08
0.588,0.59,20.50,0.19,0.77,20.06,0.08
0.589,0.59,20.50,0.19,0.77,20.06,0.08
0.590,0.59,20.50,0.19,0.77,20.06,0.08
0.591,0.59,20.50,0.19,0.77,20.06,0.08
0.592,0.59,20.50,0.19,0.77,20.06,0.08
0.593,0.59,20.49,0.20,0.77,20.05,0.08
0.594,0.59,20.49,0.20,0.77,20.05,0.08
0.595,0.59,20.49,0.20,0.77,20.05,0.08
0.596,0.59,20.49,0.20,0.77,20.05,0.08
0.597,0.59,20.49,0.20,0.77,20.05,0.08
0.598,0.59,20.49,0.20,0.77,20.05,0.08
0.599,0.59,20.49,0.20,0.77,20.05,0.08
0.600,0.59,20.49,0.20,0.77,20.05,0.08
0.601,0.59,20.49,0.20,0.77,20.04,0.08
0.602,0.59,20.49,0.20,0.77,20.04,0.08
0.603,0.59,20.48,0.20,0.77,20.04,0.08
0.604,0.59,20.48,0.20,0.77,20.04,0.08
0.605,0.59,20.48,0.20,0.77,20.04,0.08
0.606,0.59,20.48,0.20,0.77,20.04,0.08
0.607,0.59,20.48,0.20,0.77,20.04,0.08
0.608,0.59,20.48,0.20,0.77,20.03,0.08
0.609,0.59,20.48,0.20,0.77,20.03,0.08
0.610,0.59,20.48,0.20,0.77,20.03,0.08
0.611,0.59,20.48,0.20,0.77,20.03,0.08
0.612,0.59,20.48,0.20,0.77,20.03,0.08
0.613,0.59,20.47,0.20,0.76,20.03,0.08
0.614,0.59,20.47,0.20,0.76,20.03,0.08
0.615,0.59,20.47,0.20,0.76,20.03,0.08
0.616,0.59,20.47,0.20,0.76,20.02,0.08
0.617,0.59,20.47,0.20,0.76,20.02,0.08
0.618,0.59,20.47,0.20,0.76,20.02,0.08
0.619,0.59,20.47,0.20,0.76,20.02,0.08
0.620,0.59,20.47,0.20,0.76,20.02,0.08
0.621,0.59,20.47,0.20,0.76,20.02,0.08
0.622,0.59,20.47,0.20,0.76,20.02,0.08
0.623,0.59,20.46,0.20,0.76,20.02,0.08
0.624,0.59,20.46,0.20,0.76,20.01,0.08
0.625,0.59,20.46,0.20,0.76,20.01,0.08
0.626,0.59,20.46,0.20,0.76,20.01,0.08
0.627,0.59,20.46,0.20,0.76,20.01,0.08
0.628,0.59,20.46,0.20,0.76,20.01,0.08
0.629,0.59,20.46,0.20,0.76,20.01,0.08
0.630,0.59,20.46,0.20,0.76,20.01,0.08
0.631,0.59,20.46,0.20,0.76,20.01,0.08
0.632,0.59,20.46,0.20,0.76,20.00,0.08
0.633,0.59,20.45,0.20,0.76,20.00,0.08
0.634,0.59,20.45,0.20,0.76,20.00,0.08
0.635,0.60,20.45,0.20,0.76,20.00,0.08
0.636,0.60,20.45,0.20,0.76,20.00,0.08
0.637,0.60,20.45,0.20,0.76,20.00,0.08
0.638,0.60,20.45,0.21,0.76,20.00,0.08
0.639,0.60,20.45,0.21,0.76,20.00,0.08
0.640,0.60,20.45,0.21,0.76,20.00,0.08
0.641,0.60,20.45,0.21,0.76,19.99,0.08
0.642,0.60,20.45,0.21,0.76,19.99,0.08
0.643,0.60,20.44,0.21,0.76,19.99,0.08
0.644,0.60,20.44,0.21,0.76,19.99,0.08
0.645,0.60,20.44,0.21,0.76,19.99,0.08
0.646,0.60,20.44,0.21,0.76,19.99,0.08
0.647,0.60,20.44,0.21,0.76,19.99,0.08
0.648,0.60,20.44,0.21,0.76,19.99,0.08
0.649,0.60,20.44,0.21,0.76,19.98,0.08
0.650,0.60,20.44,0.21,0.76,19.98,0.08
0.651,0.60,20.44,0.21,0.76,19.98,0.08
0.652,0.60,20.44,0.21,0.76,19.98,0.08
0.653,0.60,20.43,0.21,0.76,19.98,0.08
0.654,0.60,20.43,0.21,0.76,19.98,0.08
0.655,0.60,20.43,0.21,0.76,19.98,0.08
0.656,0.60,20.43,0.21,0.76,19.98,0.08
0.657,0.60,20.43,0.21,0.76,19.97,0.08
0.658,0.60,20.43,0.21,0.76,19.97,0.08
0.659,0.60,20.43,0.21,0.76,19.97,0.08
0.660,0.60,20.43,0.21,0.76,19.97,0.08
0.661,0.60,20.43,0.21,0.76,19.97,0.09
0.662,0.60,20.43,0.21,0.76,19.97,0.09
0.663,0.60,20.42,0.21,0.76,19.97,0.09
0.664,0.60,20.42,0.21,0.76,19.97,0.09
0.665,0.60,20.42,0.21,0.76,19.96,0.09
0.666,0.60,20.42,0.21,0.76,19.96,0.09
0.667,0.60,20.42,0.21,0.76,19.96,0.09
0.668,0.60,20.42,0.21,0.76,19.96,0.09
0.669,0.60,20.42,0.21,0.76,19.96,0.09
0.670,0.60,20.42,0.21,0.76,19.96,0.09
0.671,0.60,20.42,0.21,0.76,19.96,0.09
0.672,0.60,20.42,0.21,0.76,19.96,0.09
0.673,0.60,20.41,0.21,0.76,19.95,0.09
0.674,0.60,20.41,0.21,0.76,19.95,0.09
0.675,0.60,20.41,0.21,0.76,19.95,0.09
0.676,0.60,20.41,0.21,0.76,19.95,0.09
0.677,0.60,20.41,0.21,0.76,19.95,0.09
0.678,0.60,20.41,0.21,0.76,19.95,0.09
0.679,0.60,20.41,0.21,0.76,19.95,0.09
0.680,0.60,20.41,0.21,0.76,19.95,0.09
0.681,0.60,20.41,0.22,0.76,19.94,0.09
0.682,0.60,20.41,0.22,0.76,19.94,0.09
0.683,0.60,20.40,0.22,0.76,19.94,0.09
0.684,0.60,20.40,0.22,0.76,19.94,0.09
0.685,0.60,20.40,0.22,0.76,19.94,0.09
0.686,0.60,20.40,0.22,0.76,19.94,0.09
0.687,0.60,20.40,0.22,0.76,19.94,0.09
0.688,0.60,20.40,0.22,0.76,19.94,0.09
0.689,0.60,20.40,0.22,0.76,19.94,0.09
0.690,0.60,20.40,0.22,0.76,19.93,0.09
0.691,0.60,20.40,0.22,0.76,19.93,0.09
0.692,0.60,20.40,0.22,0.76,19.93,0.09
0.693,0.60,20.39,0.22,0.76,19.93,0.09
0.694,0.60,20.39,0.22,0.76,19.93,0.09
0.695,0.60,20.39,0.22,0.76,19.93,0.09
0.696,0.61,20.39,0.22,0.76,19.93,0.09
0.697,0.61,20.39,0.22,0.76,19.93,0.09
0.698,0.61,20.39,0.22,0.75,19.92,0.09
0.699,0.61,20.39,0.22,0.75,19.92,0.09
0.700,0.61,20.39,0.22,0.75,19.92,0.09
0.701,0.61,20.39,0.22,0.75,19.92,0.09
0.702,0.61,20.39,0.22,0.75,19.92,0.09
0.703,0.61,20.38,0.22,0.75,19.92,0.09
0.704,0.61,20.38,0.22,0.75,19.92,0.09
0.705,0.61,20.38,0.22,0.75,19.92,0.09
0.706,0.61,20.38,0.22,0.75,19.91,0.09
0.707,0.61,20.38,0.22,0.75,19.91,0.09
0.708,0.61,20.38,0.22,0.75,19.91,0.09
0.709,0.61,20.38,0.22,0.75,19.91,0.09
0.710,0.61,20.38,0.22,0.75,19.91,0.09
0.711,0.61,20.38,0.22,0.75,19.91,0.09
0.712,0.61,20.37,0.22,0.75,19.91,0.09
0.713,0.61,20.37,0.22,0.75,19.91,0.09
0.714,0.61,20.37,0.22,0.75,19.91,0.09
0.715,0.61,20.37,0.22,0.75,19.90,0.09
0.716,0.61,20.37,0.22,0.75,19.90,0.09
0.717,0.61,20.37,0.22,0.75,19.90,0.09
0.718,0.61,20.37,0.22,0.75,19.90,0.09
0.719,0.61,20.37,0.22,0.75,19.90,0.09
0.720,0.61,20.37,0.22,0.75,19.90,0.09
0.721,0.61,20.37,0.22,0.75,19.90,0.09
0.722,0.61,20.36,0.23,0.75,19.90,0.09
0.723,0.61,20.36,0.23,0.75,19.89,0.09
0.724,0.61,20.36,0.23,0.75,19.89,0.09
0.725,0.61,20.36,0.23,0.75,19.89,0.09
0.726,0.61,20.36,0.23,0.75,19.89,0.09
0.727,0.61,20.36,0.23,0.75,19.89,0.09
0.728,0.61,20.36,0.23,0.75,19.89,0.09
0.729,0.61,20.36,0.23,0.75,19.89,0.09
0.730,0.61,20.36,0.23,0.75,19.89,0.09
0.731,0.61,20.36,0.23,0.75,19.88,0.09
0.732,0.61,20.35,0.23,0.75,19.88,0.09
0.733,0.61,20.35,0.23,0.75,19.88,0.09
0.734,0.61,20.35,0.23,0.75,19.88,0.09
0.735,0.61,20.35,0.23,0.75,19.88,0.09
0.736,0.61,20.35,0.23,0.75,19.88,0.09
0.737,0.61,20.35,0.23,0.75,19.88,0.09
0.738,0.61,20.35,0.23,0.75,19.88,0.09
0.739,0.61,20.35,0.23,0.75,19.88,0.09
0.740,0.61,20.35,0.23,0.75,19.87,0.09
0.741,0.61,20.34,0.23,0.75,19.87,0.09
0.742,0.61,20.34,0.23,0.75,19.87,0.09
0.743,0.61,20.34,0.23,0.75,19.87,0.09
0.744,0.61,20.34,0.23,0.75,19.87,0.09
0.745,0.61,20.34,0.23,0.75,19.87,0.09
0.746,0.61,20.34,0.23,0.75,19.87,0.09
0.747,0.61,20.34,0.23,0.75,19.87,0.09
0.748,0.61,20.34,0.23,0.75,19.86,0.09
0.749,0.61,20.34,0.23,0.75,19.86,0.09
0.750,0.61,20.34,0.23,0.75,19.86,0.09
0.751,0.61,20.33,0.23,0.75,19.86,0.09
0.752,0.61,20.33,0.23,0.75,19.86,0.09
0.753,0.61,20.33,0.23,0.75,19.86,0.09
0.754,0.61,20.33,0.23,0.75,19.86,0.09
0.755,0.61,20.33,0.23,0.75,19.86,0.09
0.756,0.62,20.33,0.23,0.75,19.86,0.09
0.757,0.62,20.33,0.23,0.75,19.85,0.09
0.758,0.62,20.33,0.23,0.75,19.85,0.09
0.759,0.62,20.33,0.23,0.75,19.85,0.09
0.760,0.62,20.32,0.23,0.75,19.85,0.09
0.761,0.62,20.32,0.24,0.75,19.85,0.09
0.762,0.62,20.32,0.24,0.75,19.85,0.09
0.763,0.62,20.32,0.24,0.75,19.85,0.09
0.764,0.62,20.32,0.24,0.75,19.85,0.09
0.765,0.62,20.32,0.24,0.75,19.84,0.09
0.766,0.62,20.32,0.24,0.75,19.84,0.09
0.767,0.62,20.32,0.24,0.75,19.84,0.09
0.768,0.62,20.32,0.24,0.75,19.84,0.09
0.769,0.62,20.32,0.24,0.75,19.84,0.09
0.770,0.62,20.31,0.24,0.75,19.84,0.09
0.771,0.62,20.31,0.24,0.75,19.84,0.09
0.772,0.62,20.31,0.24,0.75,19.84,0.09
0.773,0.62,20.31,0.24,0.75,19.84,0.09
0.774,0.62,20.31,0.24,0.75,19.83,0.09
0.775,0.62,20.31,0.24,0.75,19.83,0.09
0.776,0.62,20.31,0.24,0.75,19.83,0.09
0.777,0.62,20.31,0.24,0.75,19.83,0.09
0.778,0.62,20.31,0.24,0.75,19.83,0.09
0.779,0.62,20.30,0.24,0.75,19.83,0.09
0.780,0.62,20.30,0.24,0.75,19.83,0.09
0.781,0.62,20.30,0.24,0.75,19.83,0.09
0.782,0.62,20.30,0.24,0.75,19.82,0.09
0.783,0.62,20.30,0.24,0.75,19.82,0.09
0.784,0.62,20.30,0.24,0.75,19.82,0.09
0.785,0.62,20.30,0.24,0.75,19.82,0.09
0.786,0.62,20.30,0.24,0.75,19.82,0.09
0.787,0.62,20.30,0.24,0.75,19.82,0.09
0.788,0.62,20.30,0.24,0.75,19.82,0.09
0.789,0.62,20.29,0.24,0.75,19.82,0.09
0.790,0.62,20.29,0.24,0.75,19.82,0.09
0.791,0.62,20.29,0.24,0.75,19.81,0.09
0.792,0.62,20.29,0.24,0.75,19.81,0.09
0.793,0.62,20.29,0.24,0.75,19.81,0.09
0.794,0.62,20.29,0.24,0.75,19.81,0.09
0.795,0.62,20.29,0.24,0.75,19.81,0.09
0.796,0.62,20.29,0.24,0.75,19.81,0.09
0.797,0.62,20.29,0.24,0.75,19.81,0.09
0.798,0.62,20.28,0.24,0.75,19.81,0.09
0.799,0.62,20.28,0.25,0.75,19.81,0.09
0.800,0.62,20.28,0.25,0.75,19.80,0.09
0.801,0.62,20.28,0.25,0.75,19.80,0.09
0.802,0.62,20.28,0.25,0.75,19.80,0.09
0.803,0.62,20.28,0.25,0.75,19.80,0.09
0.804,0.62,20.28,0.25,0.75,19.80,0.09
0.805,0.62,20.28,0.25,0.75,19.80,0.09
0.806,0.62,20.28,0.25,0.75,19.80,0.09
0.807,0.62,20.27,0.25,0.75,19.80,0.09
0.808,0.62,20.27,0.25,0.75,19.79,0.09
0.809,0.62,20.27,0.25,0.75,19.79,0.09
0.810,0.62,20.27,0.25,0.75,19.79,0.09
0.811,0.62,20.27,0.25,0.75,19.79,0.09
0.812,0.62,20.27,0.25,0.75,19.79,0.09
0.813,0.62,20.27,0.25,0.75,19.79,0.09
0.814,0.62,20.27,0.25,0.75,19.79,0.09
0.815,0.63,20.27,0.25,0.75,19.79,0.09
0.816,0.63,20.26,0.25,0.75,19.79,0.09
0.817,0.63,20.26,0.25,0.75,19.78,0.09
0.818,0.63,20.26,0.25,0.75,19.78,0.09
0.819,0.63,20.26,0.25,0.75,19.78,0.09
0.820,0.63,20.26,0.25,0.75,19.78,0.09
0.821,0.63,20.26,0.25,0.75,19.78,0.09
0.822,0.63,20.26,0.25,0.75,19.78,0.09
0.823,0.63,20.26,0.25,0.75,19.78,0.09
0.824,0.63,20.26,0.25,0.75,19.78,0.09
0.825,0.63,20.26,0.25,0.75,19.78,0.09
0.826,0.63,20.25,0.25,0.75,19.77,0.09
0.827,0.63,20.25,0.25,0.75,19.77,0.09
0.828,0.63,20.25,0.25,0.75,19.77,0.09
0.829,0.63,20.25,0.25,0.75,19.77,0.09
0.830,0.63,20.25,0.25,0.75,19.77,0.09
0.831,0.63,20.25,0.25,0.75,19.77,0.09
0.832,0.63,20.25,0.25,0.75,19.77,0.09
0.833,0.63,20.25,0.25,0.75,19.77,0.09
0.834,0.63,20.25,0.25,0.75,19.76,0.09
0.835,0.63,20.24,0.26,0.75,19.76,0.09
0.836,0.63,20.24,0.26,0.75,19.76,0.09
0.837,0.63,20.24,0.26,0.75,19.76,0.09
0.838,0.63,20.24,0.26,0.75,19.76,0.09
0.839,0.63,20.24,0.26,0.75,19.76,0.09
0.840,0.63,20.24,0.26,0.75,19.76,0.09
0.841,0.63,20.24,0.26,0.75,19.76,0.09
0.842,0.63,20.24,0.26,0.75,19.76,0.09
0.843,0.63,20.24,0.26,0.75,19.75,0.09
0.844,0.63,20.23,0.26,0.75,19.75,0.09
0.845,0.63,20.23,0.26,0.75,19.75,0.09
0.846,0.63,20.23,0.26,0.75,19.75,0.09
0.847,0.63,20.23,0.26,0.75,19.75,0.09
0.848,0.63,20.23,0.26,0.75,19.75,0.09
0.849,0.63,20.23,0.26,0.75,19.75,0.09
0.850,0.63,20.23,0.26,0.75,19.75,0.09
0.851,0.63,20.23,0.26,0.75,19.75,0.09
0.852,0.63,20.23,0.26,0.75,19.74,0.09
0.853,0.63,20.22,0.26,0.75,19.74,0.09
0.854,0.63,20.22,0.26,0.75,19.74,0.09
0.855,0.63,20.22,0.26,0.75,19.74,0.09
0.856,0.63,20.22,0.26,0.75,19.74,0.09
0.857,0.63,20.22,0.26,0.75,19.74,0.09
0.858,0.63,20.22,0.26,0.75,19.74,0.09
0.859,0.63,20.22,0.26,0.75,19.74,0.09
0.860,0.63,20.22,0.26,0.75,19.73,0.09
0.861,0.63,20.22,0.26,0.75,19.73,0.09
0.862,0.63,20.21,0.26,0.75,19.73,0.09
0.863,0.63,20.21,0.26,0.75,19.73,0.09
0.864,0.63,20.21,0.26,0.75,19.73,0.09
0.865,0.63,20.21,0.26,0.75,19.73,0.09
0.866,0.63,20.21,0.26,0.75,19.73,0.09
0.867,0.63,20.21,0.26,0.75,19.73,0.09
0.868,0.63,20.21,0.26,0.75,19.73,0.09
0.869,0.63,20.21,0.26,0.75,19.72,0.09
0.870,0.63,20.21,0.27,0.75,19.72,0.09
0.871,0.63,20.20,0.27,0.75,19.72,0.09
0.872,0.63,20.20,0.27,0.75,19.72,0.09
0.873,0.64,20.20,0.27,0.75,19.72,0.09
0.874,0.64,20.20,0.27,0.75,19.72,0.09
0.875,0.64,20.20,0.27,0.75,19.72,0.09
0.876,0.64,20.20,0.27,0.75,19.72,0.09
0.877,0.64,20.20,0.27,0.75,19.72,0.09
0.878,0.64,20.20,0.27,0.75,19.71,0.09
0.879,0.64,20.20,0.27,0.75,19.71,0.09
0.880,0.64,20.19,0.27,0.75,19.71,0.09
0.881,0.64,20.19,0.27,0.75,19.71,0.09
0.882,0.64,20.19,0.27,0.75,19.71,0.09
0.883,0.64,20.19,0.27,0.75,19.71,0.09
0.884,0.64,20.19,0.27,0.75,19.71,0.09
0.885,0.64,20.19,0.27,0.75,19.71,0.09
0.886,0.64,20.19,0.27,0.75,19.71,0.09
0.887,0.64,20.19,0.27,0.75,19.70,0.09
0.888,0.64,20.19,0.27,0.75,19.70,0.09
0.889,0.64,20.18,0.27,0.75,19.70,0.09
0.890,0.64,20.18,0.27,0.75,19.70,0.10
0.891,0.64,20.18,0.27,0.75,19.70,0.10
0.892,0.64,20.18,0.27,0.75,19.70,0.10
0.893,0.64,20.18,0.27,0.75,19.70,0.10
0.894,0.64,20.18,0.27,0.75,19.70,0.10
0.895,0.64,20.18,0.27,0.75,19.70,0.10
0.896,0.64,20.18,0.27,0.75,19.69,0.10
0.897,0.64,20.18,0.27,0.75,19.69,0.10
0.898,0.64,20.17,0.27,0.75,19.69,0.10
0.899,0.64,20.17,0.27,0.75,19.69,0.10
0.900,0.64,20.17,0.27,0.75,19.69,0.10
0.901,0.64,20.17,0.27,0.75,19.69,0.10
0.902,0.64,20.17,0.27,0.75,19.69,0.10
0.903,0.64,20.17,0.27,0.75,19.69,0.10
0.904,0.64,20.17,0.28,0.75,19.69,0.10
0.905,0.64,20.17,0.28,0.75,19.68,0.10
0.906,0.64,20.17,0.28,0.75,19.68,0.10
0.907,0.64,20.16,0.28,0.75,19.68,0.10
0.908,0.64,20.16,0.28,0.75,19.68,0.10
0.909,0.64,20.16,0.28,0.75,19.68,0.10
0.910,0.64,20.16,0.28,0.75,19.68,0.10
0.911,0.64,20.16,0.28,0.75,19.68,0.10
0.912,0.64,20.16,0.28,0.75,19.68,0.10
0.913,0.64,20.16,0.28,0.75,19.68,0.10
0.914,0.64,20.16,0.28,0.75,19.67,0.10
0.915,0.64,20.15,0.28,0.75,19.67,0.10
0.916,0.64,20.15,0.28,0.75,19.67,0.10
0.917,0.64,20.15,0.28,0.75,19.67,0.10
0.918,0.64,20.15,0.28,0.75,19.67,0.10
0.919,0.64,20.15,0.28,0.75,19.67,0.10
0.920,0.64,20.15,0.28,0.75,19.67,0.10
0.921,0.64,20.15,0.28,0.75,19.67,0.10
0.922,0.64,20.15,0.28,0.75,19.66,0.10
0.923,0.64,20.15,0.28,0.75,19.66,0.10
0.924,0.64,20.14,0.28,0.75,19.66,0.10
0.925,0.64,20.14,0.28,0.75,19.66,0.10
0.926,0.64,20.14,0.28,0.75,19.66,0.10
0.927,0.64,20.14,0.28,0.75,19.66,0.10
0.928,0.64,20.14,0.28,0.75,19.66,0.10
0.929,0.64,20.14,0.28,0.75,19.66,0.10
0.930,0.64,20.14,0.28,0.75,19.66,0.10
0.931,0.65,20.14,0.28,0.75,19.65,0.10
0.932,0.65,20.14,0.28,0.75,19.65,0.10
0.933,0.65,20.13,0.28,0.75,19.65,0.10
0.934,0.65,20.13,0.28,0.75,19.65,0.10
0.935,0.65,20.13,0.28,0.75,19.65,0.10
0.936,0.65,20.13,0.28,0.75,19.65,0.10
0.937,0.65,20.13,0.29,0.75,19.65,0.10
0.938,0.65,20.13,0.29,0.75,19.65,0.10
0.939,0.65,20.13,0.29,0.75,19.65,0.10
0.940,0.65,20.13,0.29,0.75,19.64,0.10
0.941,0.65,20.13,0.29,0.75,19.64,0.10
0.942,0.65,20.12,0.29,0.75,19.64,0.10
0.943,0.65,20.12,0.29,0.75,19.64,0.10
0.944,0.65,20.12,0.29,0.75,19.64,0.10
0.945,0.65,20.12,0.29,0.75,19.64,0.10
0.946,0.65,20.12,0.29,0.75,19.64,0.10
0.947,0.65,20.12,0.29,0.75,19.64,0.10
0.948,0.65,20.12,0.29,0.75,19.64,0.10
0.949,0.65,20.12,0.29,0.75,19.63,0.10
0.950,0.65,20.11,0.29,0.75,19.63,0.10
0.951,0.65,20.11,0.29,0.75,19.63,0.10
0.952,0.65,20.11,0.29,0.75,19.63,0.10
0.953,0.65,20.11,0.29,0.75,19.63,0.10
0.954,0.65,20.11,0.29,0.75,19.63,0.10
0.955,0.65,20.11,0.29,0.75,19.63,0.10
0.956,0.65,20.11,0.29,0.75,19.63,0.10
0.957,0.65,20.11,0.29,0.75,19.63,0.10
0.958,0.65,20.11,0.29,0.75,19.62,0.10
0.959,0.65,20.10,0.29,0.75,19.62,0.10
0.960,0.65,20.10,0.29,0.75,19.62,0.10
0.961,0.65,20.10,0.29,0.75,19.62,0.10
0.962,0.65,20.10,0.29,0.75,19.62,0.10
0.963,0.65,20.10,0.29,0.75,19.62,0.10
0.964,0.65,20.10,0.29,0.75,19.62,0.10
0.965,0.65,20.10,0.29,0.75,19.62,0.10
0.966,0.65,20.10,0.29,0.75,19.62,0.10
0.967,0.65,20.09,0.29,0.75,19.61,0.10
0.968,0.65,20.09,0.29,0.75,19.61,0.10
0.969,0.65,20.09,0.30,0.75,19.61,0.10
0.970,0.65,20.09,0.30,0.75,19.61,0.10
0.971,0.65,20.09,0.30,0.75,19.61,0.10
0.972,0.65,20.09,0.30,0.75,19.61,0.10
0.973,0.65,20.09,0.30,0.75,19.61,0.10
0.974,0.65,20.09,0.30,0.75,19.61,0.10
0.975,0.65,20.09,0.30,0.75,19.61,0.10
0.976,0.65,20.08,0.30,0.75,19.60,0.10
0.977,0.65,20.08,0.30,0.75,19.60,0.10
0.978,0.65,20.08,0.30,0.75,19.60,0.10
0.979,0.65,20.08,0.30,0.75,19.60,0.10
0.980,0.65,20.08,0.30,0.75,19.60,0.10
0.981,0.65,20.08,0.30,0.75,19.60,0.10
0.982,0.65,20.08,0.30,0.75,19.60,0.10
0.983,0.65,20.08,0.30,0.75,19.60,0.10
0.984,0.65,20.07,0.30,0.75,19.60,0.10
0.985,0.65,20.07,0.30,0.75,19.59,0.10
0.986,0.65,20.07,0.30,0.75,19.59,0.10
0.987,0.66,20.07,0.30,0.75,19.59,0.10
0.988,0.66,20.07,0.30,0.75,19.59,0.10
0.989,0.66,20.07,0.30,0.75,19.59,0.10
0.990,0.66,20.07,0.30,0.75,19.59,0.10
0.991,0.66,20.07,0.30,0.75,19.59,0.10
0.992,0.66,20.07,0.30,0.75,19.59,0.10
0.993,0.66,20.06,0.30,0.75,19.59,0.10
0.994,0.66,20.06,0.30,0.75,19.58,0.10
0.995,0.66,20.06,0.30,0.75,19.58,0.10
0.996,0.66,20.06,0.30,0.75,19.58,0.10
0.997,0.66,20.06,0.30,0.75,19.58,0.10
